timestamp,task,checkpoint,from_start,from_last
1669444032981003440,trafficlight_front_12mm,start,0,0
1669444033009797181,trafficlight_front_6mm,start,0,0
1669444033037677094,trafficlight_front_6mm,start,0,0
1669444033046784119,trafficlight_front_12mm,start,0,0
1669444033122665464,trafficlight_front_6mm,start,0,0
1669444033124512010,trafficlight_front_12mm,start,0,0
1669444033186484169,trafficlight_front_6mm,start,0,0
1669444033188391166,trafficlight_front_12mm,start,0,0
1669444033251460225,trafficlight_front_12mm,start,0,0
1669444033255790157,trafficlight_front_6mm,start,0,0
1669444033315077857,trafficlight_front_6mm,start,0,0
1669444033316950171,trafficlight_front_12mm,start,0,0
1669444033384909036,trafficlight_front_6mm,start,0,0
1669444033387177105,trafficlight_front_12mm,start,0,0
1669444033451238742,trafficlight_front_12mm,start,0,0
1669444033453044703,trafficlight_front_6mm,start,0,0
1669444033511634983,trafficlight_front_6mm,start,0,0
1669444033517187177,trafficlight_front_12mm,start,0,0
1669444033574679290,trafficlight_front_12mm,start,0,0
1669444033579063715,trafficlight_front_6mm,start,0,0
1669444033653318119,trafficlight_front_6mm,start,0,0
1669444033655120758,trafficlight_front_12mm,start,0,0
1669444033709509361,trafficlight_front_6mm,start,0,0
1669444033711819932,trafficlight_front_12mm,start,0,0
1669444033772481571,trafficlight_front_6mm,start,0,0
1669444033774788954,trafficlight_front_12mm,start,0,0
1669444033838197751,trafficlight_front_6mm,start,0,0
1669444033840531597,trafficlight_front_12mm,start,0,0
1669444033917834303,trafficlight_front_6mm,start,0,0
1669444033919734089,trafficlight_front_12mm,start,0,0
1669444033992327568,trafficlight_front_6mm,start,0,0
1669444033994647982,trafficlight_front_12mm,start,0,0
1669444034070525638,trafficlight_front_6mm,start,0,0
1669444034070544966,trafficlight_front_12mm,start,0,0
1669444034072109777,trafficlight_front_6mm,gpu_start,1584139,1584139
1669444034090260651,trafficlight_front_6mm,gpu_end,19735013,18150874
1669444034090367301,trafficlight_front_6mm,end,19841663,106650
1669444034114999699,trafficlight_front_6mm,start,0,0
1669444034123137887,trafficlight_front_12mm,start,0,0
1669444034185824860,trafficlight_front_6mm,start,0,0
1669444034188132559,trafficlight_front_12mm,start,0,0
1669444034266653010,trafficlight_front_6mm,start,0,0
