timestamp,task,checkpoint,from_start,from_last
1669444033123321630,camera_fusion_front_6mm,start,0,0
1669444033127323041,camera_fusion_front_12mm,start,0,0
1669444033187549716,camera_fusion_front_6mm,start,0,0
1669444033190800878,camera_fusion_front_12mm,start,0,0
1669444033252797988,camera_fusion_front_12mm,start,0,0
1669444033255776283,camera_fusion_front_6mm,start,0,0
1669444033315169339,camera_fusion_front_6mm,start,0,0
1669444033317152304,camera_fusion_front_12mm,start,0,0
1669444033384908998,camera_fusion_front_6mm,start,0,0
1669444033387171189,camera_fusion_front_12mm,start,0,0
1669444033451238748,camera_fusion_front_12mm,start,0,0
1669444033453105806,camera_fusion_front_6mm,start,0,0
1669444033511587595,camera_fusion_front_6mm,start,0,0
1669444033517187180,camera_fusion_front_12mm,start,0,0
1669444033574824879,camera_fusion_front_12mm,start,0,0
1669444033579063658,camera_fusion_front_6mm,start,0,0
1669444033653074352,camera_fusion_front_6mm,start,0,0
1669444033655140226,camera_fusion_front_12mm,start,0,0
1669444033709912030,camera_fusion_front_6mm,start,0,0
1669444033711818009,camera_fusion_front_12mm,start,0,0
1669444033772440859,camera_fusion_front_6mm,start,0,0
1669444033774274664,camera_fusion_front_12mm,start,0,0
1669444033837700442,camera_fusion_front_6mm,start,0,0
1669444033840566086,camera_fusion_front_12mm,start,0,0
1669444033916401911,camera_fusion_front_6mm,start,0,0
1669444033919169048,camera_fusion_front_12mm,start,0,0
1669444033929352742,camera_fusion_front_6mm,gpu_start,12950831,12950831
1669444033958854302,camera_fusion_front_6mm,gpu_end,42452391,29501560
1669444033958886021,camera_fusion_front_6mm,end,42484110,31719
1669444033971988316,camera_fusion_front_12mm,gpu_start,52819268,52819268
1669444033994340139,camera_fusion_front_6mm,start,0,0
1669444033999188188,camera_fusion_front_12mm,gpu_end,80019140,27199872
1669444033999216268,camera_fusion_front_12mm,end,80047220,28080
1669444033999238820,camera_fusion_front_12mm,start,0,0
1669444034012557846,camera_fusion_front_6mm,gpu_start,18217707,18217707
1669444034037414653,camera_fusion_front_6mm,gpu_end,43074514,24856807
1669444034037436834,camera_fusion_front_6mm,end,43096695,22181
1669444034050524199,camera_fusion_front_12mm,gpu_start,51285379,51285379
1669444034057488435,camera_fusion_front_6mm,start,0,0
1669444034073366790,camera_fusion_front_12mm,gpu_end,74127970,22842591
