ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,ts_TL,ts_lane,lat_cam,lat_lidar,lat_radar,lat_TL,lat_lane,is_finish,info1,info2,info3
1669444032981807537,1669444032992780234,Timing,LaneDetectionComponent::OnReceiveImage,10972697,0,0,0,0,0,1669444032992780234,1669444032992780234,1669444032992780234,1669444032992780234,1669444032992780234,0,0,0,0
1669444033006306534,1669444033018845827,Timing,LaneDetectionComponent::OnReceiveImage,12539293,0,0,0,0,0,1669444033018845827,1669444033018845827,1669444033018845827,1669444033018845827,1669444033018845827,0,0,0,0
1669444033037753303,1669444033050152695,Timing,LaneDetectionComponent::OnReceiveImage,12399392,0,0,0,0,0,1669444033050152695,1669444033050152695,1669444033050152695,1669444033050152695,1669444033050152695,0,0,0,0
1669444033046811879,1669444033062469197,Timing,LaneDetectionComponent::OnReceiveImage,15657318,0,0,0,0,0,1669444033062469197,1669444033062469197,1669444033062469197,1669444033062469197,1669444033062469197,0,0,0,0
1669444033122548054,1669444033134949327,Timing,LaneDetectionComponent::OnReceiveImage,12401273,0,0,0,0,0,1669444033134949327,1669444033134949327,1669444033134949327,1669444033134949327,1669444033134949327,0,0,0,0
1669444033124516791,1669444033147319745,Timing,LaneDetectionComponent::OnReceiveImage,22802954,0,0,0,0,0,1669444033147319745,1669444033147319745,1669444033147319745,1669444033147319745,1669444033147319745,0,0,0,0
1669444033186278006,1669444033198658555,Timing,LaneDetectionComponent::OnReceiveImage,12380549,0,0,0,0,0,1669444033198658555,1669444033198658555,1669444033198658555,1669444033198658555,1669444033198658555,0,0,0,0
1669444033188133433,1669444033210981622,Timing,LaneDetectionComponent::OnReceiveImage,22848189,0,0,0,0,0,1669444033210981622,1669444033210981622,1669444033210981622,1669444033210981622,1669444033210981622,0,0,0,0
1669444033251769141,1669444033264129382,Timing,LaneDetectionComponent::OnReceiveImage,12360241,0,0,0,0,0,1669444033264129382,1669444033264129382,1669444033264129382,1669444033264129382,1669444033264129382,0,0,0,0
1669444033255774434,1669444033276388950,Timing,LaneDetectionComponent::OnReceiveImage,20614516,0,0,0,0,0,1669444033276388950,1669444033276388950,1669444033276388950,1669444033276388950,1669444033276388950,0,0,0,0
1669444033315071090,1669444033327435391,Timing,LaneDetectionComponent::OnReceiveImage,12364301,0,0,0,0,0,1669444033327435391,1669444033327435391,1669444033327435391,1669444033327435391,1669444033327435391,0,0,0,0
1669444033316947839,1669444033339779620,Timing,LaneDetectionComponent::OnReceiveImage,22831781,0,0,0,0,0,1669444033339779620,1669444033339779620,1669444033339779620,1669444033339779620,1669444033339779620,0,0,0,0
1669444033386628553,1669444033399013037,Timing,LaneDetectionComponent::OnReceiveImage,12384484,0,0,0,0,0,1669444033399013037,1669444033399013037,1669444033399013037,1669444033399013037,1669444033399013037,0,0,0,0
