timestamp,task,checkpoint,from_start,from_last
1669445273743607286,trafficlight_front_12mm,start,0,0
1669445273769369330,trafficlight_front_6mm,start,0,0
1669445273773950535,trafficlight_front_12mm,start,0,0
1669445273781892191,trafficlight_front_6mm,start,0,0
1669445273863978894,trafficlight_front_6mm,start,0,0
1669445273866107600,trafficlight_front_12mm,start,0,0
1669445273868543078,trafficlight_front_6mm,gpu_start,4564184,4564184
1669445273888605979,trafficlight_front_6mm,gpu_end,24627085,20062901
1669445273888687775,trafficlight_front_6mm,end,24708881,81796
1669445273925613177,trafficlight_front_6mm,start,0,0
1669445273931924795,trafficlight_front_12mm,start,0,0
1669445274002426929,trafficlight_front_12mm,start,0,0
1669445274005795181,trafficlight_front_6mm,start,0,0
1669445274006843194,trafficlight_front_6mm,gpu_start,1048013,1048013
1669445274033272153,trafficlight_front_6mm,gpu_end,27476972,26428959
1669445274033364543,trafficlight_front_6mm,end,27569362,92390
1669445274060341503,trafficlight_front_12mm,start,0,0
1669445274063682000,trafficlight_front_6mm,start,0,0
1669445274129219466,trafficlight_front_6mm,start,0,0
1669445274132139628,trafficlight_front_12mm,start,0,0
1669445274201811204,trafficlight_front_6mm,start,0,0
1669445274203628122,trafficlight_front_6mm,gpu_start,1816918,1816918
1669445274204030522,trafficlight_front_12mm,start,0,0
1669445274226489094,trafficlight_front_6mm,gpu_end,24677890,22860972
1669445274226615010,trafficlight_front_6mm,end,24803806,125916
1669445274271612139,trafficlight_front_12mm,start,0,0
1669445274274049140,trafficlight_front_6mm,start,0,0
1669445274350204978,trafficlight_front_12mm,start,0,0
1669445274352485462,trafficlight_front_6mm,start,0,0
1669445274353638272,trafficlight_front_6mm,gpu_start,1152810,1152810
1669445274383985271,trafficlight_front_6mm,gpu_end,31499809,30346999
1669445274384082126,trafficlight_front_6mm,end,31596664,96855
1669445274422771323,trafficlight_front_6mm,start,0,0
1669445274426372632,trafficlight_front_12mm,start,0,0
1669445274493904705,trafficlight_front_6mm,start,0,0
1669445274495928945,trafficlight_front_6mm,gpu_start,2024240,2024240
1669445274496832396,trafficlight_front_12mm,start,0,0
1669445274527945473,trafficlight_front_6mm,gpu_end,34040768,32016528
1669445274528082630,trafficlight_front_6mm,end,34177925,137157
1669445274564566252,trafficlight_front_6mm,start,0,0
1669445274566919123,trafficlight_front_12mm,start,0,0
1669445274652038266,trafficlight_front_6mm,start,0,0
1669445274653594862,trafficlight_front_6mm,gpu_start,1556596,1556596
1669445274655959880,trafficlight_front_12mm,start,0,0
1669445274682769104,trafficlight_front_6mm,gpu_end,30730838,29174242
1669445274682872454,trafficlight_front_6mm,end,30834188,103350
1669445274727933094,trafficlight_front_6mm,start,0,0
1669445274730263920,trafficlight_front_12mm,start,0,0
1669445274802353794,trafficlight_front_6mm,start,0,0
1669445274804340035,trafficlight_front_6mm,gpu_start,1986241,1986241
1669445274804969707,trafficlight_front_12mm,start,0,0
1669445274830916626,trafficlight_front_6mm,gpu_end,28562832,26576591
1669445274831032499,trafficlight_front_6mm,end,28678705,115873
1669445274872392904,trafficlight_front_12mm,start,0,0
1669445274874748769,trafficlight_front_6mm,start,0,0
1669445274955464341,trafficlight_front_6mm,start,0,0
1669445274957523768,trafficlight_front_6mm,gpu_start,2059427,2059427
1669445274958023602,trafficlight_front_12mm,start,0,0
1669445274985809364,trafficlight_front_6mm,gpu_end,30345023,28285596
1669445274985922081,trafficlight_front_6mm,end,30457740,112717
1669445275043158054,trafficlight_front_6mm,start,0,0
1669445275045819725,trafficlight_front_12mm,start,0,0
1669445275130519147,trafficlight_front_6mm,start,0,0
1669445275132864834,trafficlight_front_6mm,gpu_start,2345687,2345687
1669445275133069771,trafficlight_front_12mm,start,0,0
1669445275159087373,trafficlight_front_6mm,gpu_end,28568226,26222539
1669445275159170480,trafficlight_front_6mm,end,28651333,83107
1669445275209081182,trafficlight_front_6mm,start,0,0
1669445275211528427,trafficlight_front_12mm,start,0,0
1669445275292708746,trafficlight_front_6mm,start,0,0
1669445275294681421,trafficlight_front_6mm,gpu_start,1972675,1972675
1669445275295371935,trafficlight_front_12mm,start,0,0
1669445275320947947,trafficlight_front_6mm,gpu_end,28239201,26266526
1669445275321052764,trafficlight_front_6mm,end,28344018,104817
1669445275362825428,trafficlight_front_6mm,start,0,0
1669445275365205200,trafficlight_front_12mm,start,0,0
1669445275464213754,trafficlight_front_6mm,start,0,0
1669445275465631604,trafficlight_front_6mm,gpu_start,1417850,1417850
1669445275467527721,trafficlight_front_12mm,start,0,0
1669445275491774806,trafficlight_front_6mm,gpu_end,27561052,26143202
1669445275491866297,trafficlight_front_6mm,end,27652543,91491
1669445275538975393,trafficlight_front_6mm,start,0,0
1669445275541354025,trafficlight_front_12mm,start,0,0
1669445275631304272,trafficlight_front_6mm,start,0,0
1669445275633249124,trafficlight_front_6mm,gpu_start,1944852,1944852
1669445275634081364,trafficlight_front_12mm,start,0,0
1669445275661563844,trafficlight_front_6mm,gpu_end,30259572,28314720
