timestamp,task,checkpoint,from_start,from_last
1669445273689404899,detection,start,0,0
1669445273701720842,detection,gpu_start,12315943,12315943
1669445273725959943,detection,gpu_end,36555044,24239101
1669445273725976777,detection,end,36571878,16834
1669445273744646798,camera_fusion_front_12mm,start,0,0
1669445273757671668,camera_fusion_front_12mm,gpu_start,13024870,13024870
1669445273763246725,camera_fusion_front_6mm,start,0,0
1669445273769400338,detection,start,0,0
1669445273781849617,detection,gpu_start,12449279,12449279
1669445273806009956,detection,gpu_end,36609618,24160339
1669445273806034785,detection,end,36634447,24829
1669445273807671504,camera_fusion_front_12mm,gpu_end,63024706,49999836
1669445273807694276,camera_fusion_front_12mm,end,63047478,22772
1669445273807736335,camera_fusion_front_12mm,start,0,0
1669445273820676914,camera_fusion_front_6mm,gpu_start,57430189,57430189
1669445273845242200,camera_fusion_front_6mm,gpu_end,81995475,24565286
1669445273845263308,camera_fusion_front_6mm,end,82016583,21108
1669445273845298648,camera_fusion_front_6mm,start,0,0
1669445273858815195,camera_fusion_front_12mm,gpu_start,51078860,51078860
1669445273882386730,camera_fusion_front_12mm,gpu_end,74650395,23571535
1669445273882410390,camera_fusion_front_12mm,end,74674055,23660
1669445273882446831,camera_fusion_front_12mm,start,0,0
1669445273893963207,detection,start,0,0
1669445273895277543,camera_fusion_front_6mm,gpu_start,49978895,49978895
1669445273906194506,detection,gpu_start,12231299,12231299
1669445273929648971,detection,gpu_end,35685764,23454465
1669445273929683649,detection,end,35720442,34678
1669445273936447565,camera_fusion_front_6mm,gpu_end,91148917,41170022
1669445273936469960,camera_fusion_front_6mm,end,91171312,22395
1669445273936526459,camera_fusion_front_6mm,start,0,0
1669445273937617310,camera_fusion_front_12mm,gpu_start,55170479,55170479
1669445273954992418,camera_fusion_front_12mm,gpu_end,72545587,17375108
1669445273955015063,camera_fusion_front_12mm,end,72568232,22645
1669445273955053207,camera_fusion_front_12mm,start,0,0
1669445273955600141,camera_fusion_front_6mm,gpu_start,19073682,19073682
1669445273958565541,detection,start,0,0
1669445273970888364,detection,gpu_start,12322823,12322823
1669445273979211973,camera_fusion_front_6mm,gpu_end,42685514,23611832
1669445273979236535,camera_fusion_front_6mm,end,42710076,24562
1669445273983683218,camera_fusion_front_12mm,gpu_start,28630011,28630011
1669445273990330401,detection,gpu_end,31764860,19442037
1669445273990361234,detection,end,31795693,30833
1669445274006183514,camera_fusion_front_6mm,start,0,0
1669445274018240985,camera_fusion_front_12mm,gpu_end,63187778,34557767
1669445274018269087,camera_fusion_front_12mm,end,63215880,28102
1669445274018315281,camera_fusion_front_12mm,start,0,0
1669445274019228109,camera_fusion_front_6mm,gpu_start,13044595,13044595
1669445274042415296,camera_fusion_front_6mm,gpu_end,36231782,23187187
1669445274042437654,camera_fusion_front_6mm,end,36254140,22358
1669445274043229826,camera_fusion_front_12mm,gpu_start,24914545,24914545
1669445274063681809,camera_fusion_front_6mm,start,0,0
1669445274064883495,camera_fusion_front_12mm,gpu_end,46568214,21653669
1669445274064905265,camera_fusion_front_12mm,end,46589984,21770
1669445274064945673,camera_fusion_front_12mm,start,0,0
1669445274065500944,camera_fusion_front_6mm,gpu_start,1819135,1819135
1669445274087003756,camera_fusion_front_6mm,gpu_end,23321947,21502812
1669445274087039148,camera_fusion_front_6mm,end,23357339,35392
1669445274087669361,camera_fusion_front_12mm,gpu_start,22723688,22723688
1669445274098376494,detection,start,0,0
1669445274098457497,detection,gpu_start,81003,81003
1669445274115928545,camera_fusion_front_12mm,gpu_end,50982872,28259184
1669445274115966536,camera_fusion_front_12mm,end,51020863,37991
1669445274116652709,detection,gpu_end,18276215,18195212
1669445274116665374,detection,end,18288880,12665
1669445274129223871,camera_fusion_front_6mm,start,0,0
1669445274130463311,camera_fusion_front_6mm,gpu_start,1239440,1239440
1669445274132871637,camera_fusion_front_12mm,start,0,0
1669445274151210763,camera_fusion_front_6mm,gpu_end,21986892,20747452
1669445274151231381,camera_fusion_front_6mm,end,22007510,20618
1669445274151906594,camera_fusion_front_12mm,gpu_start,19034957,19034957
1669445274168174538,camera_fusion_front_12mm,gpu_end,35302901,16267944
1669445274168195641,camera_fusion_front_12mm,end,35324004,21103
1669445274171108150,detection,start,0,0
1669445274171160027,detection,gpu_start,51877,51877
1669445274185660695,detection,gpu_end,14552545,14500668
1669445274185685774,detection,end,14577624,25079
1669445274206526735,camera_fusion_front_12mm,start,0,0
1669445274206540211,camera_fusion_front_6mm,start,0,0
1669445274207167730,camera_fusion_front_12mm,gpu_start,640995,640995
1669445274235689410,camera_fusion_front_12mm,gpu_end,29162675,28521680
1669445274235724048,camera_fusion_front_12mm,end,29197313,34638
1669445274236449567,camera_fusion_front_6mm,gpu_start,29909356,29909356
1669445274253332113,camera_fusion_front_6mm,gpu_end,46791902,16882546
1669445274253359006,camera_fusion_front_6mm,end,46818795,26893
1669445274271684585,camera_fusion_front_12mm,start,0,0
1669445274273021626,camera_fusion_front_12mm,gpu_start,1337041,1337041
1669445274274050741,camera_fusion_front_6mm,start,0,0
1669445274294364858,camera_fusion_front_12mm,gpu_end,22680273,21343232
1669445274294386159,camera_fusion_front_12mm,end,22701574,21301
1669445274295036394,camera_fusion_front_6mm,gpu_start,20985653,20985653
1669445274314235079,camera_fusion_front_6mm,gpu_end,40184338,19198685
1669445274314257172,camera_fusion_front_6mm,end,40206431,22093
1669445274319830460,detection,start,0,0
1669445274319889728,detection,gpu_start,59268,59268
1669445274334573671,detection,gpu_end,14743211,14683943
1669445274334605480,detection,end,14775020,31809
1669445274350212730,camera_fusion_front_12mm,start,0,0
1669445274351769000,camera_fusion_front_12mm,gpu_start,1556270,1556270
1669445274352485232,camera_fusion_front_6mm,start,0,0
1669445274374516707,camera_fusion_front_12mm,gpu_end,24303977,22747707
1669445274374536264,camera_fusion_front_12mm,end,24323534,19557
