1669879329811338551,idle,idle
1669879329821418971,idle,idle
1669879329831528770,idle,idle
1669879329841608169,idle,idle
1669879329851688651,idle,idle
1669879329861767789,idle,idle
1669879329871851191,idle,idle
1669879329881879233,idle,idle
1669879329891955125,idle,idle
1669879329901995046,idle,idle
1669879329912068696,idle,idle
1669879329922104105,idle,idle
1669879329932163433,idle,idle
1669879329942243010,idle,idle
1669879329952313437,idle,idle
1669879329962387203,idle,idle
1669879329972468416,idle,idle
1669879329982545293,idle,idle
1669879329992606871,idle,idle
1669879330002666180,idle,idle
1669879330012733861,idle,idle
1669879330022791055,idle,idle
1669879330032821463,idle,idle
1669879330044820118,idle,idle
1669879330054857399,idle,idle
1669879330064936487,idle,idle
1669879330075019694,idle,idle
1669879330085108159,idle,idle
1669879330095149424,idle,idle
1669879330105222746,idle,idle
1669879330115274006,idle,idle
1669879330125360795,idle,idle
1669879330135436849,idle,idle
1669879330145475371,idle,idle
1669879330155552207,idle,idle
1669879330165627681,idle,idle
1669879330175668989,idle,idle
1669879330185744966,idle,idle
1669879330195816068,idle,idle
1669879330206761084,idle,idle
1669879330216839192,idle,idle
1669879330226914909,idle,idle
1669879330236991761,idle,idle
1669879330247066844,idle,idle
1669879330257241503,idle,idle
1669879330267322189,idle,idle
1669879330277394109,idle,idle
1669879330287468873,idle,idle
1669879330297551698,idle,idle
1669879330307626346,idle,idle
1669879330317706487,idle,idle
1669879330327777284,idle,idle
1669879330337850521,idle,idle
1669879330347916865,idle,idle
1669879330357982947,idle,idle
1669879330368047758,idle,idle
1669879330378111929,idle,idle
1669879330388180347,idle,idle
1669879330398244735,idle,idle
1669879330408328022,idle,idle
1669879330418410134,idle,idle
1669879330428488830,idle,idle
1669879330438566034,idle,idle
1669879330448652050,idle,idle
1669879330458730591,idle,idle
1669879330468792161,idle,idle
1669879330478928627,idle,idle
1669879330488969085,idle,idle
1669879330499050290,idle,idle
1669879330509144102,idle,idle
1669879330519231545,idle,idle
1669879330529329791,idle,idle
1669879330539420610,idle,idle
1669879330549503906,idle,idle
1669879330559592444,idle,idle
1669879330569679920,idle,idle
1669879330579799778,idle,idle
1669879330589899053,idle,idle
1669879330599972846,idle,idle
1669879330610052850,idle,idle
1669879330620274776,idle,idle
1669879330630355545,idle,idle
1669879330646165472,idle,idle
1669879330656248380,idle,idle
1669879330666311644,idle,idle
1669879330676402471,idle,idle
1669879330686497139,idle,idle
1669879330696558172,idle,idle
1669879330706658464,idle,idle
1669879330716768756,idle,idle
1669879330726869358,idle,idle
1669879330736945219,idle,idle
1669879330747027903,idle,idle
1669879330757128244,idle,idle
1669879330767212387,idle,idle
1669879330777310407,idle,idle
1669879330787415464,idle,idle
1669879330797502393,idle,idle
1669879330807552437,idle,idle
1669879330817594520,idle,idle
1669879330827674741,idle,idle
1669879330837773010,idle,idle
1669879330847815284,idle,idle
1669879330857857776,idle,idle
1669879330867941796,idle,idle
1669879330883284917,idle,idle
1669879330893378570,idle,idle
1669879330903464228,idle,idle
1669879330913542289,idle,idle
1669879330923618825,idle,idle
1669879330933692597,idle,idle
1669879330943771198,idle,idle
1669879330953846661,idle,idle
1669879330963929931,idle,idle
1669879330973983547,idle,idle
1669879330984026157,idle,idle
1669879330994129287,idle,idle
1669879331004180806,idle,idle
1669879331014258420,idle,idle
1669879331024337607,idle,idle
1669879331034385456,idle,idle
1669879331044480645,idle,idle
1669879331054621320,idle,idle
1669879331064706177,idle,idle
1669879331074794051,idle,idle
1669879331084852575,idle,idle
1669879331094945058,idle,idle
1669879331105020252,idle,idle
1669879331115059277,idle,idle
1669879331125110525,idle,idle
1669879331135196615,idle,idle
1669879331145285327,idle,idle
1669879331155376321,idle,idle
1669879331165459038,idle,idle
1669879331175539411,idle,idle
1669879331185597385,idle,idle
1669879331195681592,idle,idle
1669879331205762949,idle,idle
1669879331215851159,idle,idle
1669879331225932255,idle,idle
1669879331236013054,idle,idle
1669879331246064034,idle,idle
1669879331256151402,idle,idle
1669879331266230988,idle,idle
1669879331276311427,idle,idle
1669879331286398837,idle,idle
1669879331296500316,idle,idle
1669879331306601077,idle,idle
1669879331316705457,idle,idle
1669879331326784644,idle,idle
1669879331336861162,idle,idle
1669879331346945726,idle,idle
1669879331357031051,idle,idle
1669879331367126524,idle,idle
1669879331377207643,idle,idle
1669879331387259544,idle,idle
1669879331397340297,idle,idle
1669879331407429041,idle,idle
1669879331417517722,idle,idle
1669879331427590329,idle,idle
1669879331437641712,idle,idle
1669879331447741392,idle,idle
1669879331457833148,idle,idle
1669879331467916775,idle,idle
1669879331478000309,idle,idle
1669879331488070757,idle,idle
1669879331498148159,idle,idle
1669879331508225515,idle,idle
1669879331518302694,idle,idle
1669879331528382733,idle,idle
1669879331538418647,idle,idle
1669879331548486578,idle,idle
1669879331558565201,idle,idle
1669879331568639232,idle,idle
1669879331578673698,idle,idle
1669879331588750258,idle,idle
1669879331598838849,idle,idle
1669879331608953988,idle,idle
1669879331619036838,idle,idle
1669879331629118794,idle,idle
1669879331639195152,idle,idle
1669879331649285248,idle,idle
1669879331659370447,idle,idle
1669879331669446318,idle,idle
1669879331679520973,idle,idle
1669879331689551239,idle,idle
1669879331699643747,idle,idle
1669879331709706316,idle,idle
1669879331719731374,idle,idle
1669879331729803331,idle,idle
1669879331739882112,idle,idle
1669879331749921829,idle,idle
1669879331759994256,idle,idle
1669879331770037575,idle,idle
1669879331780124617,idle,idle
1669879331790167807,idle,idle
1669879331800258737,idle,idle
1669879331810287446,idle,idle
1669879331820334902,idle,idle
1669879331830379059,idle,idle
1669879331840454492,idle,idle
1669879331850527413,idle,idle
1669879331860605427,idle,idle
1669879331870685681,idle,idle
1669879331880766713,idle,idle
1669879331890842760,idle,idle
1669879331900880711,idle,idle
1669879331910971310,idle,idle
1669879331921066727,idle,idle
1669879331931155106,idle,idle
1669879331941205308,idle,idle
1669879331951278391,idle,idle
1669879331961332953,idle,idle
1669879331971405643,idle,idle
1669879331981475914,idle,idle
1669879331991551856,idle,idle
1669879332001597083,idle,idle
1669879332011656645,idle,idle
1669879332021735725,idle,idle
1669879332031826734,idle,idle
1669879332041895719,idle,idle
1669879332051957073,idle,idle
1669879332062049672,idle,idle
1669879332072115660,idle,idle
1669879332082204972,idle,idle
1669879332092275421,idle,idle
1669879332102313258,idle,idle
1669879332112411961,idle,idle
1669879332122505020,idle,idle
1669879332132576735,idle,idle
1669879332142658491,idle,idle
1669879332152722807,idle,idle
1669879332162811064,idle,idle
1669879332172912739,idle,idle
1669879332182956208,idle,idle
1669879332193071244,idle,idle
1669879332203165608,idle,idle
1669879332213271227,idle,idle
1669879332223333570,idle,idle
1669879332233428851,idle,idle
1669879332243496624,idle,idle
1669879332253551343,idle,idle
1669879332263592310,idle,idle
1669879332273678355,idle,idle
1669879332283768786,idle,idle
1669879332293847623,idle,idle
1669879332303877900,idle,idle
1669879332313932904,idle,idle
1669879332324026263,idle,idle
1669879332334117027,idle,idle
1669879332344196708,idle,idle
1669879332354276954,idle,idle
1669879332364341224,idle,idle
1669879332374428537,idle,idle
1669879332384501285,idle,idle
1669879332394576546,idle,idle
1669879332404651724,idle,idle
1669879332414736543,idle,idle
1669879332424835344,idle,idle
1669879332434916733,idle,idle
1669879332444975299,idle,idle
1669879332455053747,idle,idle
1669879332465136785,idle,idle
1669879332475214643,idle,idle
1669879332485319629,idle,idle
1669879332495401464,idle,idle
1669879332505439876,idle,idle
1669879332515532010,idle,idle
1669879332525612343,idle,idle
1669879332535698074,idle,idle
1669879332545781963,idle,idle
1669879332555871766,idle,idle
1669879332565944505,idle,idle
1669879332576019402,idle,idle
1669879332586092294,idle,idle
1669879332596177643,idle,idle
1669879332606270144,idle,idle
1669879332616328810,idle,idle
1669879332626415858,idle,idle
1669879332636499201,idle,idle
1669879332646581341,idle,idle
1669879332656668300,idle,idle
1669879332666752643,idle,idle
1669879332676839026,idle,idle
1669879332686876659,idle,idle
1669879332696953535,idle,idle
1669879332707038960,idle,idle
1669879332717128594,idle,idle
1669879332727207701,idle,idle
1669879332737286757,idle,idle
1669879332747340189,idle,idle
1669879332757376168,idle,idle
1669879332767457094,idle,idle
1669879332777537333,idle,idle
1669879332787590754,idle,idle
1669879332797648029,idle,idle
1669879332807698715,idle,idle
1669879332817796358,idle,idle
1669879332827882828,idle,idle
1669879332837976399,idle,idle
1669879332848081984,idle,idle
1669879332858175573,idle,idle
1669879332868273082,idle,idle
1669879332878355613,idle,idle
1669879332888432344,idle,idle
1669879332898514835,idle,idle
1669879332908579456,idle,idle
1669879332918664629,idle,idle
1669879332928739076,idle,idle
1669879332938815766,idle,idle
1669879332948893253,idle,idle
1669879332960039551,idle,idle
1669879332970234766,idle,idle
1669879332980321993,idle,idle
1669879332990408547,idle,idle
1669879333000494942,idle,idle
1669879333010569228,idle,idle
1669879333020646561,idle,idle
1669879333030691630,idle,idle
1669879333040763093,idle,idle
1669879333050836686,idle,idle
1669879333060903521,idle,idle
1669879333070976240,idle,idle
1669879333081026084,idle,idle
1669879333091057141,idle,idle
1669879333101131758,idle,idle
1669879333111211197,idle,idle
1669879333121271520,idle,idle
1669879333131357078,idle,idle
1669879333141408218,idle,idle
1669879333151489034,idle,idle
1669879333161548792,idle,idle
1669879333171639015,idle,idle
1669879333181680322,idle,idle
1669879333191752178,idle,idle
1669879333201786377,idle,idle
1669879333211871158,idle,idle
