1669879329811284920,idle,idle
1669879329821381809,idle,idle
1669879329831466335,idle,idle
1669879329845142616,idle,idle
1669879329855217378,idle,idle
1669879329865268456,idle,idle
1669879329875350247,idle,idle
1669879329885431717,idle,idle
1669879329895566784,idle,idle
1669879329905644999,idle,idle
1669879329915677597,idle,idle
1669879329926469456,idle,idle
1669879329936542109,idle,idle
1669879329946615496,idle,idle
1669879329956694677,idle,idle
1669879329966731570,idle,idle
1669879329976783973,idle,idle
1669879329986835644,idle,idle
1669879329996868997,idle,idle
1669879330006940235,idle,idle
1669879330017018665,idle,idle
1669879330027053784,idle,idle
1669879330037124261,idle,idle
1669879330047199648,idle,idle
1669879330057277323,idle,idle
1669879330067339798,idle,idle
1669879330077422889,idle,idle
1669879330087499590,idle,idle
1669879330097576707,idle,idle
1669879330107655438,idle,idle
1669879330117732033,idle,idle
1669879330127806253,idle,idle
1669879330137878492,idle,idle
1669879330147934621,idle,idle
1669879330157987844,idle,idle
1669879330168066919,idle,idle
1669879330178093124,idle,idle
1669879330188235428,idle,idle
1669879330198310690,idle,idle
1669879330208394362,idle,idle
1669879330218473624,idle,idle
1669879330228555186,idle,idle
1669879330238635524,idle,idle
1669879330248716203,idle,idle
1669879330258796606,idle,idle
1669879330268874645,idle,idle
1669879330278958095,idle,idle
1669879330289038919,idle,idle
1669879330299112505,idle,idle
1669879330309188308,idle,idle
1669879330319428152,idle,idle
1669879330329487391,idle,idle
1669879330341399417,idle,idle
1669879330351471043,idle,idle
1669879330361582839,idle,idle
1669879330374339644,idle,idle
1669879330384491875,idle,idle
1669879330394557943,idle,idle
1669879330404632015,idle,idle
1669879330414658820,idle,idle
1669879330424726049,idle,idle
1669879330434786357,idle,idle
1669879330444826849,idle,idle
1669879330454864473,idle,idle
1669879330464899508,idle,idle
1669879330474977704,idle,idle
1669879330485069517,idle,idle
1669879330495149738,idle,idle
1669879330505231747,idle,idle
1669879330515277722,idle,idle
1669879330525360739,idle,idle
1669879330535456101,idle,idle
1669879330545531059,idle,idle
1669879330555606311,idle,idle
1669879330565682307,idle,idle
1669879330575756190,idle,idle
1669879330585831511,idle,idle
1669879330595901957,idle,idle
1669879330605981755,idle,idle
1669879330616053141,idle,idle
1669879330626123459,idle,idle
1669879330636194137,idle,idle
1669879330646228068,idle,idle
1669879330656302036,idle,idle
1669879330666384587,idle,idle
1669879330676484231,idle,idle
1669879330686568887,idle,idle
1669879330696611552,idle,idle
1669879330706660403,idle,idle
1669879330716769476,idle,idle
1669879330726852246,idle,idle
1669879330736936946,idle,idle
1669879330747031297,idle,idle
1669879330757111145,idle,idle
1669879330767286646,idle,idle
1669879330777348558,idle,idle
1669879330787443426,idle,idle
1669879330797529133,idle,idle
1669879330807632490,idle,idle
1669879330817724096,idle,idle
1669879330827801834,idle,idle
1669879330837884610,idle,idle
1669879330847947257,idle,idle
1669879330858035725,idle,idle
