1669879329815282159,idle,idle
1669879329825479338,idle,idle
1669879329835517966,idle,idle
1669879329845594338,idle,idle
1669879329855673367,idle,idle
1669879329865749223,idle,idle
1669879329875827369,idle,idle
1669879329885965381,idle,idle
1669879329896043463,idle,idle
1669879329906116980,idle,idle
1669879329916164442,idle,idle
1669879329926241397,idle,idle
1669879329936317105,idle,idle
1669879329946388082,idle,idle
1669879329956462653,idle,idle
1669879329966502715,idle,idle
1669879329976576004,idle,idle
1669879329986650675,idle,idle
1669879329996707373,idle,idle
1669879330006790549,idle,idle
1669879330016867283,idle,idle
1669879330026941533,idle,idle
1669879330037016203,idle,idle
1669879330047092648,idle,idle
1669879330057164317,idle,idle
1669879330067235850,idle,idle
1669879330077370719,idle,idle
1669879330087448564,idle,idle
1669879330097515113,idle,idle
1669879330107593619,idle,idle
1669879330117673880,idle,idle
1669879330127750759,idle,idle
1669879330137824374,idle,idle
1669879330147898862,idle,idle
1669879330157977984,idle,idle
1669879330168054151,idle,idle
1669879330178131009,idle,idle
1669879330188205412,idle,idle
1669879330198254235,idle,idle
1669879330208336248,idle,idle
1669879330218386974,idle,idle
1669879330228886192,idle,idle
1669879330238989664,idle,idle
1669879330249066000,idle,idle
1669879330259142530,idle,idle
1669879330269218494,idle,idle
1669879330279274188,idle,idle
1669879330290417863,idle,idle
1669879330300490209,idle,idle
1669879330310790372,idle,idle
1669879330321484481,idle,idle
1669879330331540125,idle,idle
1669879330341622811,idle,idle
1669879330351714088,idle,idle
1669879330361797576,idle,idle
1669879330374093575,idle,idle
1669879330384179650,idle,idle
1669879330394243909,idle,idle
1669879330404322255,idle,idle
1669879330414408248,idle,idle
1669879330424478976,idle,idle
1669879330434557432,idle,idle
1669879330444644186,idle,idle
1669879330454682115,idle,idle
1669879330464768537,idle,idle
1669879330474824082,idle,idle
1669879330484906357,idle,idle
1669879330494994190,idle,idle
1669879330505074178,idle,idle
1669879330515113469,idle,idle
1669879330525202220,idle,idle
1669879330535276546,idle,idle
1669879330545359132,idle,idle
1669879330555437277,idle,idle
1669879330565522148,idle,idle
1669879330575603276,idle,idle
1669879330585685038,idle,idle
1669879330595765980,idle,idle
1669879330607195630,idle,idle
1669879330617238235,idle,idle
1669879330627276903,idle,idle
1669879330637337428,idle,idle
1669879330647416956,idle,idle
1669879330657474483,idle,idle
1669879330667559407,idle,idle
1669879330677661590,idle,idle
1669879330687738367,idle,idle
1669879330697815208,idle,idle
1669879330707897927,idle,idle
1669879330717980980,idle,idle
1669879330728064976,idle,idle
1669879330738150248,idle,idle
1669879330748240521,idle,idle
