ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,ts_TL,ts_lane,lat_cam,lat_lidar,lat_radar,lat_TL,lat_lane,is_finish,info1,info2,info3
1669879392111630437,1669879392135436465,Timing,LaneDetectionComponent::OnReceiveImage,23806028,0,0,0,0,0,1669879392135436465,1669879392135436465,1669879392135436465,1669879392135436465,1669879392135436465,1,-1,-1,-1
1669879392126217556,1669879392136185768,Timing,LaneDetectionComponent::OnReceiveImage,9968212,0,0,0,0,0,1669879392136185768,1669879392136185768,1669879392136185768,1669879392136185768,1669879392136185768,1,-1,-1,-1
1669879392186495785,1669879392211214673,Timing,LaneDetectionComponent::OnReceiveImage,24718888,0,0,0,0,0,1669879392211214673,1669879392211214673,1669879392211214673,1669879392211214673,1669879392211214673,1,-1,-1,-1
1669879392189676550,1669879392211967860,Timing,LaneDetectionComponent::OnReceiveImage,22291310,0,0,0,0,0,1669879392211967860,1669879392211967860,1669879392211967860,1669879392211967860,1669879392211967860,1,-1,-1,-1
1669879392245208190,1669879392258187291,Timing,LaneDetectionComponent::OnReceiveImage,12979101,0,0,0,0,0,1669879392258187291,1669879392258187291,1669879392258187291,1669879392258187291,1669879392258187291,1,-1,-1,-1
1669879392247084373,1669879392259049409,Timing,LaneDetectionComponent::OnReceiveImage,11965036,0,0,0,0,0,1669879392259049409,1669879392259049409,1669879392259049409,1669879392259049409,1669879392259049409,1,-1,-1,-1
1669879392307815409,1669879392322773265,Timing,LaneDetectionComponent::OnReceiveImage,14957856,0,0,0,0,0,1669879392322773265,1669879392322773265,1669879392322773265,1669879392322773265,1669879392322773265,1,-1,-1,-1
1669879392311118344,1669879392323577994,Timing,LaneDetectionComponent::OnReceiveImage,12459650,0,0,0,0,0,1669879392323577994,1669879392323577994,1669879392323577994,1669879392323577994,1669879392323577994,1,-1,-1,-1
1669879392386249767,1669879392387908855,Timing,LaneDetectionComponent::OnReceiveImage,1659088,0,0,0,0,0,1669879392387908855,1669879392387908855,1669879392387908855,1669879392387908855,1669879392387908855,1,-1,-1,-1
1669879392388426984,1669879392403644866,Timing,LaneDetectionComponent::OnReceiveImage,15217882,0,0,0,0,0,1669879392403644866,1669879392403644866,1669879392403644866,1669879392403644866,1669879392403644866,1,-1,-1,-1
1669879392445446144,1669879392446639747,Timing,LaneDetectionComponent::OnReceiveImage,1193603,0,0,0,0,0,1669879392446639747,1669879392446639747,1669879392446639747,1669879392446639747,1669879392446639747,1,-1,-1,-1
1669879392449997065,1669879392464192248,Timing,LaneDetectionComponent::OnReceiveImage,14195183,0,0,0,0,0,1669879392464192248,1669879392464192248,1669879392464192248,1669879392464192248,1669879392464192248,1,-1,-1,-1
1669879392510369290,1669879392523353587,Timing,LaneDetectionComponent::OnReceiveImage,12984297,0,0,0,0,0,1669879392523353587,1669879392523353587,1669879392523353587,1669879392523353587,1669879392523353587,1,-1,-1,-1
1669879392512420889,1669879392524155196,Timing,LaneDetectionComponent::OnReceiveImage,11734307,0,0,0,0,0,1669879392524155196,1669879392524155196,1669879392524155196,1669879392524155196,1669879392524155196,1,-1,-1,-1
1669879392569494462,1669879392585788688,Timing,LaneDetectionComponent::OnReceiveImage,16294226,0,0,0,0,0,1669879392585788688,1669879392585788688,1669879392585788688,1669879392585788688,1669879392585788688,1,-1,-1,-1
1669879392573087676,1669879392586576323,Timing,LaneDetectionComponent::OnReceiveImage,13488647,0,0,0,0,0,1669879392586576323,1669879392586576323,1669879392586576323,1669879392586576323,1669879392586576323,1,-1,-1,-1
1669879392647997243,1669879392660861294,Timing,LaneDetectionComponent::OnReceiveImage,12864051,0,0,0,0,0,1669879392660861294,1669879392660861294,1669879392660861294,1669879392660861294,1669879392660861294,1,-1,-1,-1
1669879392649957003,1669879392661645847,Timing,LaneDetectionComponent::OnReceiveImage,11688844,0,0,0,0,0,1669879392661645847,1669879392661645847,1669879392661645847,1669879392661645847,1669879392661645847,1,-1,-1,-1
1669879392713708069,1669879392727834153,Timing,LaneDetectionComponent::OnReceiveImage,14126084,0,0,0,0,0,1669879392727834153,1669879392727834153,1669879392727834153,1669879392727834153,1669879392727834153,1,-1,-1,-1
1669879392715590192,1669879392728657650,Timing,LaneDetectionComponent::OnReceiveImage,13067458,0,0,0,0,0,1669879392728657650,1669879392728657650,1669879392728657650,1669879392728657650,1669879392728657650,1,-1,-1,-1
1669879392767844368,1669879392781923832,Timing,LaneDetectionComponent::OnReceiveImage,14079464,0,0,0,0,0,1669879392781923832,1669879392781923832,1669879392781923832,1669879392781923832,1669879392781923832,1,-1,-1,-1
1669879392776909124,1669879392782636661,Timing,LaneDetectionComponent::OnReceiveImage,5727537,0,0,0,0,0,1669879392782636661,1669879392782636661,1669879392782636661,1669879392782636661,1669879392782636661,1,-1,-1,-1
1669879392832465200,1669879392833722781,Timing,LaneDetectionComponent::OnReceiveImage,1257581,0,0,0,0,0,1669879392833722781,1669879392833722781,1669879392833722781,1669879392833722781,1669879392833722781,1,-1,-1,-1
1669879392836706989,1669879392851092837,Timing,LaneDetectionComponent::OnReceiveImage,14385848,0,0,0,0,0,1669879392851092837,1669879392851092837,1669879392851092837,1669879392851092837,1669879392851092837,1,-1,-1,-1
1669879392897472349,1669879392911317844,Timing,LaneDetectionComponent::OnReceiveImage,13845495,0,0,0,0,0,1669879392911317844,1669879392911317844,1669879392911317844,1669879392911317844,1669879392911317844,1,-1,-1,-1
1669879392899521854,1669879392912155624,Timing,LaneDetectionComponent::OnReceiveImage,12633770,0,0,0,0,0,1669879392912155624,1669879392912155624,1669879392912155624,1669879392912155624,1669879392912155624,1,-1,-1,-1
1669879392955097244,1669879392956643121,Timing,LaneDetectionComponent::OnReceiveImage,1545877,0,0,0,0,0,1669879392956643121,1669879392956643121,1669879392956643121,1669879392956643121,1669879392956643121,1,-1,-1,-1
1669879392959217942,1669879392973144634,Timing,LaneDetectionComponent::OnReceiveImage,13926692,0,0,0,0,0,1669879392973144634,1669879392973144634,1669879392973144634,1669879392973144634,1669879392973144634,1,-1,-1,-1
1669879393017171244,1669879393033272294,Timing,LaneDetectionComponent::OnReceiveImage,16101050,0,0,0,0,0,1669879393033272294,1669879393033272294,1669879393033272294,1669879393033272294,1669879393033272294,1,-1,-1,-1
1669879393025910878,1669879393034376423,Timing,LaneDetectionComponent::OnReceiveImage,8465545,0,0,0,0,0,1669879393034376423,1669879393034376423,1669879393034376423,1669879393034376423,1669879393034376423,1,-1,-1,-1
1669879393178583243,1669879393180351849,Timing,LaneDetectionComponent::OnReceiveImage,1768606,0,0,0,0,0,1669879393180351849,1669879393180351849,1669879393180351849,1669879393180351849,1669879393180351849,1,-1,-1,-1
1669879393181380260,1669879393194754161,Timing,LaneDetectionComponent::OnReceiveImage,13373901,0,0,0,0,0,1669879393194754161,1669879393194754161,1669879393194754161,1669879393194754161,1669879393194754161,1,-1,-1,-1
1669879393253227057,1669879393268939138,Timing,LaneDetectionComponent::OnReceiveImage,15712081,0,0,0,0,0,1669879393268939138,1669879393268939138,1669879393268939138,1669879393268939138,1669879393268939138,1,-1,-1,-1
1669879393254961448,1669879393269780008,Timing,LaneDetectionComponent::OnReceiveImage,14818560,0,0,0,0,0,1669879393269780008,1669879393269780008,1669879393269780008,1669879393269780008,1669879393269780008,1,-1,-1,-1
1669879393328951725,1669879393343166509,Timing,LaneDetectionComponent::OnReceiveImage,14214784,0,0,0,0,0,1669879393343166509,1669879393343166509,1669879393343166509,1669879393343166509,1669879393343166509,1,-1,-1,-1
